رقم العقار	اسم العقار	رقم الجوال	رسوم الاشتراك	نوع الاشتراك	تاريخ البداية	تاريخ الانتهاء	الأيام المتبقية	رابط الإيصال	علم انتهاء الاشتراك	علم إشعار الإيصال	آخر دورة	نوع الباقة	رقم العقار الثاني												
44637	منتجع الربى	503544637	60	مميز	2025/11/11	2026/01/09	20	https://drive.google.com/file/d/1fBPzONN5B7oUByVMP1qLzgL0oA5d5442/view?usp=drivesdk	FALSE	TRUE	2025/11-4														
35349	شاليه الريف الاوربي	542535349	60	مميز	2025/11/12	2026/01/10	21	https://drive.google.com/file/d/1TXRhd2HPwarX5YkPCcLMWfp3rnISNuph/view?usp=drivesdk	FALSE	TRUE	2025/11-4														
57436	شاليهات نيلا	549057436	58.16	مميز	2025/11/11	2026/01/10	21	تم الدفع بتاريخ 2025/11/11 باسم شاليهات نيلا عبر البوابة	FALSE	TRUE	2025/11-4														
57090	شاليه وسق	563557090	35	مميز	2025/12/12	2026/01/10	21	https://drive.google.com/file/d/1Jr7PN90fJDX6Cb76AY-nC75h5PAWnYSy/view?usp=drivesdk	FALSE	TRUE	2025/11-4														
42799	منتجع اضواء الشرق	560442799	20	مميز	2025/12/11	2026/01/10	21				2025/11-4	pkg-camps													
22968	استراحه المودة	‭539322968‬	60	مميز	2025/11/16	2026/01/14	25	https://drive.google.com/file/d/1s_7d2RgjlJprE8mlc1YmyqG2WNvWthe9/view?usp=drivesdk	FALSE	TRUE	2025/11-4														
11677	ششاليه سولانا 	508811677		عادي					FALSE	TRUE	2025/11-4														
25011	شالية إكليل الخزامى 	539725011	58.16	مميز	2025/11/20	2026/01/19	30	تم الدفع بتاريخ 2025/11/20 باسم شالية إكليل الخزامى  عبر البوابة	FALSE	TRUE	2025/11-4														
04181	شاليه لانتانا	537904182	25	مميز	2025/11/27	2026/01/25	36	https://drive.google.com/file/d/1eam_fQjN0wpgMn8wejTLpFto_5rnHalV/view?usp=drivesdk	FALSE	TRUE	2025/11-4														
04182	شاليه تالارا 	570204182	25	مميز	2025/11/27	2026/01/25	36	https://drive.google.com/file/d/1RVr_ZhiUJFLsQ4jIrKvFK3I-dQrZ9ylz/view?usp=drivesdk	FALSE	TRUE	2025/11-4														
98108	شاليه لاوس 	597998108	56.98	مميز	2025/11/27	2026/01/26	37	تم الدفع بتاريخ 2025/11/27 باسم شاليه لاوس  عبر البوابة	FALSE	TRUE	2025/11-4														
93841	شاليهات فهدة	556693841	58.16	مميز	2025/12/03	2026/01/31	42	https://drive.google.com/file/d/13-cPky7IJCaAIjMvt4SLa1nanUeysvMe/view?usp=drivesdk	FALSE	TRUE	2025/11-4														
38701	شاليه لينا	536838701	58.16	مميز	2025/12/04	2026/02/02	44	تم الدفع بتاريخ 2025/12/04 باسم شاليه لينا عبر البوابة	FALSE	TRUE	2025/11-4														
14050	شاليه سلفر مون	511414050	60	مميز	2025/12/10	2026/02/07	49	https://drive.google.com/file/d/1mUt_eJgrpBDCb3i06tPskC9z27X6oaya/view?usp=drivesdk	FALSE	TRUE	2025/11-4														
38228	شالية اكليل	545338228	60	مميز	2025/12/10	2026/02/08	50	تم الدفع بتاريخ 2025/12/10 باسم شالية اكليل عبر البوابة	FALSE	TRUE	2025/11-4														
88115	شاليه إيبرا	551488115		عادي					FALSE	TRUE	2025/11-4														
61780	منتجع القيروان 	509661780		عادي																					
32825	شاليه السمر الريفي 	539532825		عادي																					
38806	شالية اسدام	505438806		عادي																					
44044	شاليه الـريـم	552744044		عادي																					
49999	شاليه نماء	564649999		عادي																					
5065	شاليه لايف	506707210		عادي																					
96703	شاليه لوزان	‭501996703‬		مميز																					
24090	شاليه اكزورا الفندقي	541124090		مميز																					
45967	شاليه AMJ	550545967		مميز																					
32524	شاليه الماسة	539204629		عادي																					
35648	‬شالية ڤوليت	502035648		مميز																					
97473	شالية انجوي	530997473		عادي																					
88822	شاليه براون	542788822		عادي																					
52950	شاليه خلاب	547752950		عادي																					
28631	شالية سكون 	510028631		عادي																					
40588	شالية ظل	545540588		عادي																					
67666	شالية المنار	535567666		عادي																					
08223	شالية الجوهرة 💎	566208223		عادي																					
07522	شالية مودل 1	501707522		مميز																					
05065	شاليه لايف	506707210		عادي																					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
